transaction_id,transaction_date,transaction_amount,merchant_category,card_type,transaction_location,cardholder_age,cardholder_gender,transaction_description,account_balance,calander_income
619,02-08-2021,2796,Electronics,Discover,Hyderabad,55,Male,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,80836,78992
620,16-09-2023,8237,Education,Discover,Bengaluru,34,Female,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",6534,40771
621,10-10-2021,554,Education,Visa,Chennai,8,Female,Phasellus id sapien in sapien iaculis congue.,2514,161459
622,09-01-2024,8705,Clothing,Discover,Ahmedabad,18,Female,Integer tincidunt ante vel ipsum.,96121,21662
623,02-01-2024,9716,Clothing,Visa,Hyderabad,45,Male,Duis at velit eu est congue elementum.,71389,161043
624,15-07-2021,6633,Groceries,Discover,Mumbai,27,Other,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,651,83051
625,11-12-2021,832,Travel,Visa,Hyderabad,5,Male,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",90836,159236
626,15-08-2023,1356,Travel,Discover,Bengaluru,87,Other,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",47929,159189
627,12-11-2022,8190,Entertainment,MasterCard,Bengaluru,63,Male,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",64380,176806
628,25-05-2023,5296,Entertainment,MasterCard,Pune,98,Other,Duis mattis egestas metus. Aenean fermentum.,37424,162548
629,20-01-2024,6141,Healthcare,MasterCard,Indore,15,Male,Nunc rhoncus dui vel sem. Sed sagittis.,96936,168254
630,06-12-2023,4927,Groceries,Discover,Jaipur,85,Male,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,58495,192442
631,05-12-2023,2260,Groceries,Visa,Hyderabad,26,Female,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,68144,157682
632,29-11-2023,2064,Entertainment,Discover,Bengaluru,30,Male,Integer tincidunt ante vel ipsum.,60701,85297
633,28-01-2022,7987,Clothing,Amex,Delhi,3,Female,Nullam molestie nibh in lectus.,25919,37847
634,04-06-2023,1842,Travel,MasterCard,Ahmedabad,1,Other,Aenean lectus.,54130,142124
635,01-10-2023,8145,Entertainment,Amex,Chennai,50,Other,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",30965,152743
636,10-04-2023,208,Entertainment,Discover,Hyderabad,89,Female,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,83304,68749
637,22-10-2023,7325,Travel,Discover,Pune,60,Male,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,70136,160439
638,14-04-2023,8599,Travel,Discover,Chennai,69,Other,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",26476,166476
639,17-12-2022,9423,Clothing,Visa,Pune,47,Male,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",64238,140997
640,09-10-2021,4218,Clothing,Amex,Indore,22,Female,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",92846,107484
641,03-07-2022,8950,Restaurant,Amex,Bengaluru,59,Other,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,65808,32855
642,09-04-2022,4695,Electronics,Amex,Delhi,51,Other,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",97677,97211
643,07-08-2023,3703,Groceries,Discover,Indore,19,Female,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",67600,157899
644,25-02-2023,6745,Groceries,MasterCard,Bengaluru,69,Female,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",38966,109843
645,19-07-2023,8903,Travel,Visa,Chennai,47,Male,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,57941,132834
646,02-01-2022,9954,Restaurant,MasterCard,Hyderabad,1,Other,Nunc rhoncus dui vel sem. Sed sagittis.,33941,70547
647,27-05-2024,95,Travel,Visa,Chennai,34,Male,Integer ac neque.,77845,148404
648,05-05-2023,3589,Travel,Discover,Ahmedabad,94,Female,Sed accumsan felis. Ut at dolor quis odio consequat varius.,15179,28051
649,23-10-2022,6292,Restaurant,Discover,Ahmedabad,95,Male,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",20147,153920
650,21-03-2022,8130,Clothing,MasterCard,Chennai,26,Female,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",37298,59723
651,07-03-2022,6019,Electronics,MasterCard,Hyderabad,75,Female,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,20789,65902
652,14-04-2021,9595,Healthcare,Discover,Indore,71,Female,Morbi non lectus.,98714,124295
653,18-04-2024,7139,Groceries,Visa,Chennai,13,Female,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",25675,21220
654,01-12-2023,5123,Education,MasterCard,Bengaluru,13,Male,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",70550,126384
655,14-02-2021,3294,Restaurant,Visa,Indore,31,Male,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",44252,67493
656,06-11-2022,7282,Education,Visa,Mumbai,26,Male,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",72726,164188
657,20-05-2022,6966,Electronics,Amex,Pune,75,Other,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,35896,56614
658,27-12-2021,7294,Clothing,MasterCard,Bengaluru,90,Female,Mauris lacinia sapien quis libero.,30860,130641
659,22-03-2022,3404,Education,MasterCard,Mumbai,5,Other,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,20022,54205
660,16-04-2024,2298,Education,MasterCard,Jaipur,6,Female,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,50354,109852
661,21-06-2023,2895,Restaurant,Amex,Hyderabad,91,Other,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",39300,189290
662,17-10-2023,2749,Education,Discover,Mumbai,77,Other,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,56432,161604
663,11-02-2023,2075,Restaurant,Amex,Chennai,33,Other,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",65193,76663
664,01-10-2021,9837,Clothing,MasterCard,Hyderabad,28,Other,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",33951,122152
665,28-04-2024,6130,Restaurant,MasterCard,Pune,89,Other,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",44170,20323
666,08-01-2023,2259,Travel,Discover,Mumbai,92,Female,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",95353,39955
667,21-03-2023,2367,Clothing,Visa,Delhi,88,Other,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",14363,125309
668,10-09-2023,3545,Clothing,MasterCard,Indore,23,Other,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,32288,69424
669,04-12-2022,1545,Entertainment,MasterCard,Jaipur,96,Female,Aliquam non mauris. Morbi non lectus.,44383,199196
670,12-06-2021,9939,Clothing,MasterCard,Jaipur,93,Female,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,55821,104077
671,07-08-2022,6589,Clothing,Amex,Jaipur,8,Other,Donec dapibus. Duis at velit eu est congue elementum.,66038,37041
672,11-12-2021,4192,Groceries,Amex,Delhi,100,Male,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",78165,91129
673,26-03-2023,7415,Healthcare,MasterCard,Bengaluru,18,Female,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,98478,156101
674,05-01-2021,3489,Healthcare,MasterCard,Mumbai,95,Female,Integer ac neque.,53958,81543
675,24-01-2023,3302,Healthcare,MasterCard,Bhopal,30,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",72136,104095
676,20-11-2021,2046,Clothing,Discover,Pune,45,Female,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",98321,96976
677,25-06-2021,55,Healthcare,Discover,Chennai,84,Other,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",40207,142878
678,08-12-2022,4891,Healthcare,MasterCard,Mumbai,32,Female,Curabitur convallis.,50530,99447
679,02-12-2022,1392,Clothing,Amex,Indore,27,Female,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",33796,134896
680,01-04-2024,4473,Entertainment,Visa,Ahmedabad,50,Female,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,89150,64102
681,10-08-2023,2581,Electronics,Discover,Indore,12,Other,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",84282,168861
682,04-11-2022,2973,Travel,Visa,Chennai,94,Other,Fusce posuere felis sed lacus.,74889,158702
683,16-10-2021,7999,Education,Amex,Jaipur,25,Female,Vestibulum sed magna at nunc commodo placerat.,36491,92254
684,28-01-2022,7251,Groceries,Discover,Bhopal,2,Female,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,80862,164847
685,18-08-2023,4529,Clothing,Amex,Delhi,77,Male,Morbi a ipsum.,675,122758
686,29-06-2024,7981,Healthcare,MasterCard,Bhopal,41,Male,Morbi quis tortor id nulla ultrices aliquet.,60005,159447
687,24-10-2023,7928,Groceries,Discover,Hyderabad,91,Male,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",90189,33263
688,22-04-2021,3646,Travel,Discover,Hyderabad,32,Female,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",98750,99290
689,11-10-2023,1947,Travel,Amex,Hyderabad,88,Other,Nulla tellus.,39275,153360
690,19-02-2022,5812,Entertainment,Discover,Bhopal,80,Male,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,76058,96461
691,15-02-2021,8767,Restaurant,Discover,Hyderabad,80,Other,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",3611,165225
692,29-04-2024,7568,Restaurant,Amex,Jaipur,7,Male,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,60391,162822
693,05-01-2023,6776,Entertainment,Visa,Hyderabad,97,Male,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,29618,64446
694,23-03-2024,6246,Groceries,Amex,Indore,76,Female,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8901,62194
695,19-07-2021,9111,Entertainment,Amex,Bhopal,60,Other,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",79438,145457
696,19-02-2024,8459,Entertainment,Visa,Jaipur,15,Female,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,16891,108603
697,18-08-2022,8064,Travel,MasterCard,Delhi,15,Male,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",13502,120405
698,10-03-2022,7835,Healthcare,Discover,Pune,69,Male,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",55666,191708
699,28-10-2022,7294,Restaurant,Visa,Mumbai,61,Other,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",62085,104369
700,26-08-2022,6917,Restaurant,Discover,Ahmedabad,30,Male,Integer ac leo. Pellentesque ultrices mattis odio.,65473,63403
701,18-04-2023,4035,Education,Amex,Chennai,31,Other,In sagittis dui vel nisl. Duis ac nibh.,2809,81726
702,12-04-2024,6344,Groceries,MasterCard,Mumbai,46,Other,Aliquam non mauris.,27904,64989
703,15-05-2021,5851,Restaurant,Visa,Bengaluru,11,Female,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",44116,180862
704,25-08-2024,4542,Clothing,Visa,Chennai,53,Female,Aenean fermentum.,7900,185332
705,09-12-2022,459,Clothing,Visa,Mumbai,59,Other,Donec dapibus. Duis at velit eu est congue elementum.,91375,166215
706,05-03-2022,4183,Education,Amex,Mumbai,38,Male,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",93557,113759
707,25-03-2022,4300,Education,Amex,Indore,41,Male,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",93927,61672
708,04-07-2024,4918,Restaurant,Amex,Pune,89,Male,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",22008,92496
709,28-07-2021,6128,Travel,Visa,Ahmedabad,85,Other,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",34328,131400
710,31-05-2023,9193,Restaurant,Amex,Bengaluru,72,Male,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",6920,116674
711,01-05-2023,6997,Entertainment,Visa,Jaipur,1,Male,Quisque ut erat. Curabitur gravida nisi at nibh.,42206,100180
712,05-08-2022,5363,Groceries,Amex,Bhopal,51,Other,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",55750,194449
713,05-07-2021,2545,Entertainment,MasterCard,Pune,37,Other,Etiam pretium iaculis justo.,88344,51795
714,02-03-2022,6670,Electronics,Discover,Bhopal,21,Female,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,74887,25271
715,03-09-2024,1032,Travel,MasterCard,Chennai,56,Female,Aliquam erat volutpat. In congue. Etiam justo.,81402,84714
716,21-05-2022,5041,Groceries,Discover,Bhopal,6,Female,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,62079,83579
717,25-11-2023,9049,Clothing,Amex,Hyderabad,61,Other,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,92886,166882
718,11-10-2021,3329,Travel,Amex,Hyderabad,90,Female,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11605,147931
719,26-12-2022,8872,Electronics,Visa,Delhi,10,Female,Nulla mollis molestie lorem.,2173,32386
720,16-05-2023,7321,Education,Visa,Jaipur,60,Other,Nunc rhoncus dui vel sem. Sed sagittis.,84023,76916
721,07-10-2022,3559,Travel,Discover,Bhopal,54,Other,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",17671,133872
722,23-08-2021,2520,Clothing,Amex,Bengaluru,37,Other,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",41002,146196
723,04-02-2021,8966,Electronics,Visa,Delhi,51,Female,Ut at dolor quis odio consequat varius. Integer ac leo.,53504,151613
724,31-08-2024,8443,Electronics,Discover,Mumbai,32,Female,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",94741,98082
725,29-01-2024,9501,Groceries,Amex,Chennai,39,Male,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",28177,116098
726,14-01-2023,4138,Clothing,Discover,Chennai,26,Other,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",99185,80124
727,11-05-2021,529,Healthcare,Discover,Ahmedabad,48,Other,Vivamus tortor.,11135,198084
728,22-12-2021,5144,Clothing,Discover,Mumbai,84,Male,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",31096,166291
729,27-10-2022,8427,Clothing,Visa,Jaipur,17,Male,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",40991,152486
730,12-09-2022,8454,Education,MasterCard,Jaipur,38,Male,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",98404,156542
731,20-09-2023,6238,Electronics,Discover,Jaipur,84,Other,Curabitur in libero ut massa volutpat convallis.,24818,145621
732,19-09-2021,8290,Entertainment,MasterCard,Bhopal,73,Female,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,25543,151508
733,06-11-2022,8839,Healthcare,Amex,Mumbai,15,Other,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,44509,123938
734,06-07-2021,1309,Entertainment,Visa,Mumbai,66,Male,Integer ac leo. Pellentesque ultrices mattis odio.,95659,63165
735,19-04-2024,2586,Healthcare,Amex,Hyderabad,86,Female,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",46746,187716
736,03-04-2022,3180,Clothing,MasterCard,Pune,72,Other,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",95795,122547
737,09-09-2024,8278,Groceries,Amex,Jaipur,46,Other,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,28800,21870
738,30-12-2022,1360,Travel,Visa,Mumbai,48,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",26325,150622
739,01-01-2023,1427,Clothing,Discover,Pune,30,Female,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",58065,98090
740,12-08-2024,5213,Restaurant,Discover,Delhi,49,Male,Integer non velit.,8647,197618
741,02-02-2022,6232,Travel,Visa,Indore,6,Female,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,85489,51788
742,01-03-2024,1546,Groceries,MasterCard,Jaipur,97,Other,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,35037,172777
743,19-12-2023,319,Groceries,Amex,Indore,26,Female,Curabitur gravida nisi at nibh.,27771,170882
744,01-01-2022,9795,Clothing,MasterCard,Chennai,65,Female,Nullam porttitor lacus at turpis.,29325,95110
745,20-12-2023,7921,Electronics,MasterCard,Pune,98,Other,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,83348,187513
746,06-07-2023,2500,Education,Discover,Mumbai,69,Male,Duis ac nibh.,1168,152180
747,25-01-2024,6700,Entertainment,MasterCard,Indore,11,Male,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",9190,73274
748,01-04-2021,1087,Restaurant,Amex,Ahmedabad,3,Other,Nunc purus. Phasellus in felis.,75669,82635
749,01-07-2024,1086,Entertainment,Visa,Bengaluru,82,Male,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",87193,96541
750,30-05-2023,9948,Education,Visa,Hyderabad,32,Female,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",95341,46105
751,30-03-2022,939,Travel,Amex,Mumbai,34,Other,Suspendisse potenti.,6003,109311
752,02-03-2021,8568,Healthcare,MasterCard,Delhi,14,Other,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",38467,76686
753,26-03-2022,7629,Clothing,Visa,Delhi,71,Other,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,41200,147069
754,12-01-2021,5330,Groceries,MasterCard,Mumbai,77,Other,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,92071,85582
755,20-03-2021,303,Travel,MasterCard,Delhi,82,Female,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",80399,129360
756,25-11-2023,3342,Electronics,Amex,Ahmedabad,92,Female,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,58788,153998
757,02-08-2024,2829,Healthcare,Discover,Bhopal,37,Female,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",46595,117998
758,02-07-2023,5684,Entertainment,MasterCard,Jaipur,83,Male,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",32423,93017
759,19-01-2023,4186,Entertainment,MasterCard,Chennai,1,Male,Donec posuere metus vitae ipsum. Aliquam non mauris.,86294,199326
760,26-10-2023,4314,Education,Discover,Pune,50,Other,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",31265,75833
761,03-08-2024,7686,Healthcare,Discover,Mumbai,21,Female,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,73624,113583
762,06-02-2024,1940,Clothing,Amex,Jaipur,93,Other,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",51757,98753
763,23-03-2022,7796,Healthcare,Discover,Bhopal,94,Female,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",93577,192773
764,10-08-2024,6526,Electronics,Discover,Indore,27,Other,Aenean sit amet justo. Morbi ut odio.,41023,165357
765,21-06-2023,1670,Electronics,Discover,Indore,80,Male,Donec ut mauris eget massa tempor convallis.,49060,97012
766,19-08-2024,1484,Healthcare,Amex,Delhi,47,Other,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,86917,97990
767,19-07-2023,9758,Entertainment,Amex,Ahmedabad,59,Other,Aliquam erat volutpat. In congue.,36123,139173
768,05-01-2021,8898,Clothing,Visa,Bengaluru,27,Female,Nulla facilisi.,62683,38930
769,01-04-2024,5962,Electronics,Discover,Bengaluru,54,Other,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",37609,123724
770,08-04-2022,4067,Healthcare,MasterCard,Hyderabad,50,Male,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",76038,188691
771,17-05-2021,2889,Education,MasterCard,Indore,23,Female,Sed ante.,70888,167100
772,14-05-2024,213,Travel,Amex,Indore,86,Male,Donec semper sapien a libero. Nam dui.,45438,189226
773,06-09-2023,3090,Groceries,Discover,Jaipur,23,Male,Suspendisse potenti. In eleifend quam a odio.,98315,156629
774,01-11-2021,6068,Electronics,Discover,Chennai,28,Male,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",38505,49971
